incident_id,date,description,city,state,location,attack_type,ideology,subideology,group,location_type,israel_zionism_related,predicted_category,terms_detected,source,processed_date
66575,2024-04-04,"Patriot Front, a white supremacist group, posted stickers that read: ""Forward for a new American nation state,"" ""No Zionists in government, we serve one nation,"" ""Life, liberty, victory"" and ""United we stand.""",Narragansett,RI,"Narragansett, RI",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66747,2024-04-04,"A driver made an antisemitic comment to a victim at their home. When the victim attempted to photograph the driver's license plate, the driver intentionally struck the victim with the car.",Ramapo,NY,"Ramapo, NY",Antisemitic Incident: Assault,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
69330,2024-04-04,"At an anti-Israel rally against so-called ""Zionist landlords"" organized by the Los Angeles Tenants Union, protesters displayed signs with messages that included: ""No Zionists.""",Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
69334,2024-04-04,"An Israeli flag at a Jewish individual's home was vandalized with: ""We demand blood"" and antisemitic fliers were placed in their mailbox.",Pittsburgh,PA,"Pittsburgh, PA",Antisemitic Incident: Vandalism,,,,Home/Housing,1.0,Antisemitism,,refined,2025-12-16
69338,2024-04-04,A synagogue received an anti-Israel message from an individual posing as a website's employee after posting a position on an online job board.,Las Vegas,NV,"Las Vegas, NV",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
69884,2024-04-04,"At a chalking event organized by the Students for Justice in Palestine at Stockton University, students left anti-Israel messages that included: ""From the river to the sea,"" a slogan commonly used as a call for an end of the Jewish state.",Galloway,NJ,"Galloway, NJ",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70592,2024-04-04,A synagogue was vandalized with hateful graffiti.,Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Vandalism,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
70793,2024-04-04,"At an anti-Israel rally organized by the Endowment Justice Collective and Students for Justice in Palestine at Rutgers University, New Brunswick, protesters chanted, ""Globalize the Intifada,"" ""Long live the Intifada,"" ""Long live the Resistance,"" and ""Resistance is justified when people are occupied,"" slogans commonly used as a call for violence against Israel and the Jewish community and to support Hamas's antisemitic October 7, 2023, terrorist attack.",New Brunswick,NJ,"New Brunswick, NJ",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70819,2024-04-04,Swastika graffiti was carved into the hood of an individual's car.,Manchester,NJ,"Manchester, NJ",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
71799,2024-04-04,"At an anti-Israel rally organized by Students for a Democratic Society and the Freedom Road Socialist Organization, protesters chanted, ""There is only one solution; Intifada, revolution,"" a slogan commonly used as a call for violence against Israel and the Jewish community. Speakers also said, ""From its inception we have made it clear that Israel exists on stolen land and borrowed time"" and ""We are out here to show unconditional support for the Palestinian Resistance.""",Milwaukee,WI,"Milwaukee, WI",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
64034,2024-04-03,A swastika was drawn on a whiteboard in a residence hall at New Mexico State University.,Las Cruces,NM,"Las Cruces, NM",Antisemitic Incident: Harassment,,,,College/University,,Antisemitism,,refined,2025-12-16
64158,2024-04-03,A swastika was scratched into a residence hall at Lehigh University.,Bethlehem,PA,"Bethlehem, PA",Antisemitic Incident: Vandalism,,,,College/University,,Antisemitism,,refined,2025-12-16
64553,2024-04-03,Swastika vandalism was found on a wall in a public area.,Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
65158,2024-04-03,"During a University of Albany, Student Association meeting to vote on a Boycott, Divestment and Sanctions resolution, a student said, ""those who do not support this should feel unsafe on campus. I will make sure you do not feel safe.""",Albany,NY,"Albany, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65577,2024-04-03,"A synagogue received an antisemitic voice message that included saying, ""You're a Jewish kike supremacist"" and ""Hitler was right. You should all be burned in the oven by some political leader.""",Thousand Oaks,CA,"Thousand Oaks, CA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
65581,2024-04-03,"An individual loudly told their friend in a store, ""You're going to hate me for saying this, but we need a Holocaust in this country.""",Lebanon,NH,"Lebanon, NH",Antisemitic Incident: Harassment,,,,Business Establishment,,Antisemitism,,refined,2025-12-16
65582,2024-04-03,"Graffiti was spray-painted on a mailbox that depicted a Star of David equal to a swastika. Another mailbox was vandalized with: ""Free Palestine.""",Honolulu,HI,"Honolulu, HI",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
65591,2024-04-03,"Vandalism that included swastikas and ""Free Palestine"" was found at a school.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Vandalism,,,,Non-Jewish School,1.0,Antisemitism,,refined,2025-12-16
65604,2024-04-03,An individual made an antisemitic threat towards a staff member at a synagogue.,Tampa,FL,"Tampa, FL",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
65619,2024-04-03,"Antisemitic propaganda was pasted on a pole on elementary school property, including swastikas and SS bolts, ""White Lives Matter"" and a caricature of a nose with the word: ""Beware.""",Warwick,RI,"Warwick, RI",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
65924,2024-04-03,"Individuals associated with the antisemitic Goyim Defense League made antisemitic and white supremacist remarks during a city council meeting, including saying, ""White power, Hail Hitler"" and ""Every aspect of the media is Jewish.""",Bloomington,IN,"Bloomington, IN",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
66069,2024-04-03,"A mezuzah was ripped from the doorpost of a Jewish student's dorm room at the University of California, Santa Barbara.",Santa Barbara,CA,"Santa Barbara, CA",Antisemitic Incident: Vandalism,,,,College/University,,Antisemitism,,refined,2025-12-16
66516,2024-04-03,"Patriot Front, a white supremacist group, hung banners from overpasses that read: ""United we stand"" and ""No Zionists in government.""",Porter,OK,"Porter, OK",Antisemitic Incident: Harassment,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66746,2024-04-03,"Graffiti that included a swastika and ""Hail"" was found in a public area.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
69779,2024-04-03,"During a video call focused on addressing antisemitism at the University of California, Los Angeles, unidentified participants flooded the chat and made harassing comments to Jewish faculty.",Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Harassment,,,,College/University,,Antisemitism,,refined,2025-12-16
70073,2024-04-03,"Anti-Israel protesters harassed Jewish students participating in and working at Hillel's weeklong Israel Fest at the University of Connecticut. Protesters held signs and used a megaphone to shout at students. During a session featuring an educator, protesters harassed the educator and the students in attendance, calling them ""genocidal maniacs,"" ""settlers"" and denying the Jewish connection to the land of Israel.",Storrs,CT,"Storrs, CT",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
71377,2024-04-03,A Jewish-owned restaurant received several threatening anti-Israel phone calls.,Rockville,MD,"Rockville, MD",Antisemitic Incident: Harassment,,,,Jewish-Owned Business,1.0,Antisemitism,,refined,2025-12-16
71796,2024-04-03,"Anti-Israel protesters organized by PAL-Awda, the Party for Socialism and Liberation and the Palestine Action Long Island Coalition rallied outside of a synagogue.",Woodmere,NY,"Woodmere, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
71797,2024-04-03,"At an anti-Israel rally organized by the Palestine Hurra Collective, the Sunrise Movement, Clarksville for Palestine and Middle Tennessee Christians for Justice in Palestine, protesters held signs from the Freedom Road Socialist Organization, a group known to promote antisemitic violence and chanted, ""Resistance is justified,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Nashville,TN,"Nashville, TN",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
71798,2024-04-03,"At an anti-Israel rally organized by groups such as the Palestinian Solidarity Association, protesters displayed signs with messages that included: ""Respect existence or expect resistance"" with an inverted red triangle imagery (a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets).",Salt Lake City,UT,"Salt Lake City, UT",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
64783,2024-04-02,"Students bullied a Jewish classmate, including saying, ""They should erase the Jews.""",Sugar Land,TX,"Sugar Land, TX",Antisemitic Incident: Harassment,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
64897,2024-04-02,"Anti-Israel protesters picketed outside of the Hillel at Virginia Polytechnic Institute and State University because of the speaker's service in the Israel Defense Forces. The protesters accused the speaker, trans activist Michael Alroy, of ""genocide"" and the ""murder of babies.""",Blacksburg,VA,"Blacksburg, VA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
65146,2024-04-02,"At an anti-Israel protest organized by the Party for Socialism and Liberation and Students for Justice in Palestine in front of Emory University's Chabad, protesters chanted, ""There is only one solution; Intifada, revolution,"" a slogan commonly used as a call for violence against Israel and the Jewish community.",Atlanta,GA,"Atlanta, GA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
65153,2024-04-02,"A professor at Harvard Law School allegedly called the police on a Jewish student after noticing the student's ""Bring Them Home"" dog tag raising awareness for Israeli hostages.",Cambridge,MA,"Cambridge, MA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65154,2024-04-02,"Anti-Israel protesters disrupted an event featuring an Israel Defense Forces Search and Rescue Officer hosted by Hillel, Chabad and other Jewish organizations at Florida State University. A speaker said, ""Israel is an illegal Zionist entity, it is not a real state.""",Tallahassee,FL,"Tallahassee, FL",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65155,2024-04-02,"At Virginia Polytechnic Institute, ""Free Palestine"" and ""From the river to the sea"" were written on a whiteboard attached to a Jewish student's dorm room door.",Blacksburg,VA,"Blacksburg, VA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
